ID,type,subtype,date,year,month,day,hour,georef,district,municipali,parish,DICOFREG,source,sourcedate,sourcetype,page,fatalities,injured,evacuated,displaced,missing,evento_nome
b39749384ce9e35e54e4e842db740451,Flood,cheia,20/02/2021,2021,2,20,08:00,águeda,Aveiro,Águeda,águeda,10104.0,sicnoticias,2025-05-09,web,https://sicnoticias.pt/pais/2021-02-20-Mau-tempo.-Aveiro-regista-queda-de-arvores-e-inundacoes,0,0,0,0,0,desconhecido
92bc53d9a7ccf85fbddfe0e11ab69d12,Other,Other,22/01/2025,2025,1,22,08:00,aveiro,Aveiro,Aveiro,aveiro,,sicnoticias,2025-05-09,web,https://sicnoticias.pt/meteorologia/2025-01-22-chuva-forte-protecao-civil-registou-71-ocorrencias-e-dois-feridos-durante-a-madrugada-b7defb5b,0,4,2,76,10,desconhecido
7e83b571d468a0db239f441704222c34,Flood,cheia,22/01/2025,2025,1,22,08:00,aveiro,Aveiro,Aveiro,aveiro,,sicnoticias,2025-05-09,web,https://sicnoticias.pt/meteorologia/2025-01-22-video-chuva-forte-causou-varios-estragos-em-santa-maria-da-feira-72c1142c,0,0,0,0,0,desconhecido
abade5eed5fe43ee9258d56705131cf6,Other,Other,23/01/2025,2025,1,23,08:00,aveiro,Aveiro,Aveiro,aveiro,,sicnoticias,2025-05-09,web,https://sicnoticias.pt/meteorologia/2025-01-23-tempestade-do-seculo-na-irlanda-tambem-vai-afetar-portugal-b8cb41d4,0,0,0,0,0,desconhecido
4882b336195547d51affa305f52dbc37,Other,Other,22/01/2025,2025,1,22,08:00,aveiro,Aveiro,Aveiro,aveiro,,sicnoticias,2025-05-09,web,https://sicnoticias.pt/meteorologia/2025-01-22-video-chuva-e-vento-fortes-ja-fizeram-feridos-ha-danos-em-casas-garagens-e-estradas-6132f557,1,5,2,48,5,desconhecido
0a78d0168ca953360c21164d11d31213,Other,Other,13/10/2024,2024,10,13,07:00,avis,Portalegre,Avis,avis,120303.0,sicnoticias,2025-05-09,web,https://sicnoticias.pt/meteorologia/2024-10-13-tempestade-leslie-devera-chegar-esta-segunda-feira-aos-acores-64136682,0,0,0,0,0,leslie
86572c5d35e1a36685e08c1902010b3d,Flood,cheia,14/09/2021,2021,9,14,07:00,barrancos,Beja,Barrancos,barrancos,20401.0,sicnoticias,2025-05-09,web,https://sicnoticias.pt/pais/2021-09-14-Chuva-forte-no-Alentejo-registadas-inundacoes-em-ruas-e-casas-nos-distritos-de-Evora-e-Beja-fe44a0f9,0,0,0,0,0,desconhecido
4bfd936189848d2c13ebdb980c6118bd,Other,Other,13/04/2025,2025,4,13,07:00,beja,Beja,Beja,beja,,sicnoticias,2025-05-09,web,https://sicnoticias.pt/pais/2025-04-13-hospital-de-beja-sem-telecomunicacoes-devido-a-avaria-provocada-pela-tempestade-332176ea,0,1,0,1,0,desconhecido
7b728e59e8a2d604abc0c2bd3f0c9027,Flood,cheia,16/11/2024,2024,11,16,08:00,beja,Beja,Beja,beja,,sicnoticias,2025-05-09,web,https://sicnoticias.pt/meteorologia/2024-11-16-video-cheias-no-algarve-comboio-descarrila-entre-fuseta-e-olhao-3b26b452,0,1,0,1,1,desconhecido
b6d0fd072d2f30d9030ee61db499cf96,Other,Other,09/10/2024,2024,10,9,07:00,braga,Braga,Braga,braga,,sicnoticias,2025-05-09,web,https://sicnoticias.pt/meteorologia/2024-10-09-video-tempestade-kirk-vento-derruba-dezenas-de-arvores-em-braga-mais-de-20-carros-atingidos-c3799aab,0,0,0,1,0,desconhecido
