ID,QC_LEVEL,INFO_SOURCE,CONTACT,EMAIL,ORGANISATION,ORGANISATION_ID,NO_REVISION,PERSON_REVISION,TIME_EVENT,TIME_CREATION,TIME_LAST_REVISION,TIME_ACCURACY,COUNTRY,STATE,PLACE,PLACE_LOCAL_LANGUAGE,DETAILED_LOCATION,NEAREST_CITY,LATITUDE,LONGITUDE,PLACE_ACCURACY,OROGRAPHY,SURFACE_INITIAL_LOCATION,SURFACE_CROSSED,TYPE_EVENT,NO_OBJECTS,MAX_HAIL_DIAMETER,MAX_HAILSTONE_WEIGHT,AVERAGE_HAIL_DIAMETER,THICKNESS_HAIL_LAYER,HAILSTONE,F_SCALE,F_SCALE_METHOD,DI_OF_MAX_IF,DOD_OF_MAX_IF,T_SCALE,RATING_BASIS,WIND_SPEED,TEN_MIN_WIND_SPEED,FUNNEL_SIGHTED,SUCTION_VORTICES,PRECIPITATION_AMOUNT,SNOW_FALL_AMOUNT,PEAK_PRECIP_AMOUNT,PEAK_SNOW_FALL_AMOUNT,PEAK_PRECIP_PERIOD,MAX_6_HOUR_PRECIP,MAX_6_HOUR_SNOW_FALL,MAX_12_HOUR_PRECIP,MAX_12_HOUR_SNOW_FALL,MAX_24_HOUR_PRECIP,MAX_24_HOUR_SNOW_FALL,CONVECTIVE,TOTAL_DURATION,TYPE_PRECIP,SIZE_ACCOMPANYING_HAIL,POSSIBILITIES,PATH_LENGTH,MEAN_PATH_WIDTH,MAX_PATH_WIDTH,MAX_VERTICAL_DEVELOP,DIRECTION_MOVEMENT,SNOW_HAZARDS,MEAN_HEIGHT_SNOW_CORNICES,MAX_HEIGHT_SNOW_CORNICES,ICE_HAZARDS,THICKNESS_ICE_COVER,THICKNESS_RIME_COVER,AVALANCHE_TYPE,AVALANCHE_FLOW_TYPE,SNOW_MASS_TYPE,AVALANCHE_SIZE,AVALANCHE_TRIGGER,ELEVATION_START,ELEVATION_DIFFERENCE,LIGHTNING_DAMAGE_TO,PEAK_CURRENT,POLARITY,EXCEPT_ELEC_PHENOM,PROPERTY_DAMAGE,CROP_FOREST_DAMAGE,TOTAL_DAMAGE,NO_INJURED,NO_KILLED,EVENT_DESCRIPTION,PATH_START_LATITUDE,PATH_START_LONGITUDE,PATH_START_DATETIME,PATH_END_LATITUDE,PATH_END_LONGITUDE,PATH_END_DATETIME,EXT_URL,REFERENCE,IMPACTS,CREATOR_ID,REVISOR_ID,LINK_ORG,LINK_ID,DELETED
3870,QC1,NWSP,Thilo Kühne (ESWD management/ESSL Team),,,,1,ESSL,2025-03-08 08:15:00,2025-03-10 08:41:51,2025-03-10 08:41:51,15M,PT,Faro,Alferce,,,,37.333,-8.483,5KM,,,,Flood,,,,,,,,IF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,https://www.sulinformacao.pt/2025/03/algarve-vento-provoca-queda-de-arvores-e-de-estruturas-chuva-causa-derrocadas-e-inundacoes/,"""""Algarve: Vento provoca queda de árvores e de estruturas, chuva causa derrocadas e inundações"""", SUINFORMACAO.pt, 08 MAR 2025",T1E1,Thilo,Thilo,ESSL,3870,N
3858,QC1,TV,Thilo Kühne (ESWD management/ESSL Team),,,,1,ESSL,2025-02-21 11:00:00,2025-02-26 09:40:58,2025-02-26 09:40:58,3H,PT,Lisboa,Lisboa,,,,38.717,-9.133,5KM,,,,Landslide,,,,,,,,IF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,https://cnnportugal.iol.pt/chuva/chuva-forte/inundacoes-quedas-de-arvores-e-de-estruturas-chuva-provoca-dezenas-de-ocorrencias-em-lisboa/20250221/67b8b7b9d34e3f0bae9ac80c,"CNN PORTUGAL, 21 FEB 2025",T1H7H8,Thilo,Thilo,ESSL,3858,N
3847,QC1,"NWSP,DMGPHOTO",Thilo Kühne (ESWD management/ESSL Team),,,,1,ESSL,2025-02-17 19:00:00,2025-02-20 10:06:02,2025-02-20 10:06:02,1H,PT,Madeira,Câmara de Lobos,,,,32.633,-16.967,3KM,,,,Flood,,,,,,,,IF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,https://www.dnoticias.pt/2025/2/18/438560-mau-tempo-provoca-derrocada-e-queda-de-arvore-em-camara-de-lobos/,"""""Mau tempo provoca derrocada e queda de árvore em Câmara de Lobos"""", DNOTICIAS.pt, 18 FEB 2025",T2,Thilo,Thilo,ESSL,3847,N
3786,QC1,"NWSP,DMGPHOTO",Thilo Kühne (ESWD management/ESSL Team),,,,1,ESSL,2025-01-26 10:00:00,2025-01-28 14:05:34,2025-01-28 14:05:34,3H,PT,Braga,Cabeceiras de Basto,,,,41.55,-8.017,3KM,,,,Landslide,,,,,,,,IF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,Wall collapsed,,,,,,,https://ominho.pt/desabamentos-derrocadas-e-quedas-de-arvore-em-todo-o-distrito-de-braga/,"""""Desabamentos, derrocadas e quedas de árvore em todo o distrito de Braga"""", O MINHO, 26 JAN 2025",,Thilo,Thilo,ESSL,3786,N
3766,QC1,"DMGPHOTO,WWW",Thilo Kühne (ESWD management/ESSL Team),,,,2,ESSL,2025-01-21 19:15:00,2025-01-22 16:37:06,2025-01-22 16:40:09,1H,PT,Aveiro,Santa Maria da Feira,,,,40.927,-8.548,3KM,,,,Flood,,,,,,,,IF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,https://www.facebook.com/MeteoTrasOsMontes/posts/pfbid02zahvviTDpmDsxe1iyjHcf4pH7MxQa78wJmmXBt8hxKfRJ298ThdEERUkYD3LKDPhl,"Meteo Trás os Montes - Portugal (Facebook), 21 JAN 2025",T1V1,Thilo,Thilo,ESSL,3766,N
3767,QC1,"DMGPHOTO,WWW",Thilo Kühne (ESWD management/ESSL Team),,,,2,ESSL,2025-01-21 19:15:00,2025-01-22 16:37:26,2025-01-22 16:40:24,1H,PT,Aveiro,Espargo,,,,40.917,-8.567,3KM,,,,Flood,,,,,,,,IF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,https://www.facebook.com/MeteoTrasOsMontes/posts/pfbid02zahvviTDpmDsxe1iyjHcf4pH7MxQa78wJmmXBt8hxKfRJ298ThdEERUkYD3LKDPhl,"Meteo Trás os Montes - Portugal (Facebook), 21 JAN 2025",T1,Thilo,Thilo,ESSL,3767,N
3705,QC1,"NWSP,DMGPHOTO",Thilo Kühne (ESWD management/ESSL Team),,,,1,ESSL,2024-11-16 03:00:00,2024-11-18 10:21:02,2024-11-18 10:21:02,3H,PT,Faro,Fuzeta,,,,37.05,-7.75,3KM,,,,Landslide,,,,,,,,IF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,https://www.jn.pt/3135070457/chuvas-fortes-causam-mais-de-150-ocorrencias-no-algarve/,"""""Chuvas fortes causam mais de 150 ocorrências no Algarve """", JN.pt, 16 NOV 2024",T4T6E1,Thilo,Thilo,ESSL,3705,N
3706,QC1,"NWSP,DMGPHOTO",Thilo Kühne (ESWD management/ESSL Team),,,,1,ESSL,2024-11-16 00:00:00,2024-11-18 10:21:48,2024-11-18 10:21:48,6H,PT,Faro,Olhão,,,,37.033,-7.833,3KM,,,,Landslide,,,,,,,,IF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,https://www.jn.pt/3135070457/chuvas-fortes-causam-mais-de-150-ocorrencias-no-algarve/,"""""Chuvas fortes causam mais de 150 ocorrências no Algarve """", JN.pt, 16 NOV 2024",T1H7H8,Thilo,Thilo,ESSL,3706,N
3707,QC1,"NWSP,DMGPHOTO",Thilo Kühne (ESWD management/ESSL Team),,,,1,ESSL,2024-11-16 00:00:00,2024-11-18 10:21:59,2024-11-18 10:21:59,6H,PT,Faro,Tavira,,,,37.117,-7.65,3KM,,,,Flood,,,,,,,,IF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,https://www.jn.pt/3135070457/chuvas-fortes-causam-mais-de-150-ocorrencias-no-algarve/,"""""Chuvas fortes causam mais de 150 ocorrências no Algarve """", JN.pt, 16 NOV 2024",T1H7H8,Thilo,Thilo,ESSL,3707,N
3703,QC1,WWW,Igor Laskowski (ESWD management),,Skywarn Poland,,1,ESSL,2024-11-15 18:10:00,2024-11-17 17:31:22,2024-11-17 17:31:22,15M,PT,Faro,Silves,,,,37.183,-8.433,3KM,,,,Flood,,,,,,,,IF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,Local flooding was reported. The time was based on PWS data.,,,,,,,https://regiao-sul.pt/algarve-na-tv/inundacoes-no-algarve-comerciantes-fazem-contas-aos-prejuizos-sic/690725,"""""Inundações no Algarve: comerciantes fazem contas aos prejuízos – SIC"""", Regiao Sul, 14 NOV 2024.",T1V1,Igor,Igor,ESSL,3703,N
3702,QC1,"DMGPHOTO,DMGEYEWTN,WWW",Igor Laskowski (ESWD management),,Skywarn Poland,,2,ESSL,2024-11-15 14:10:00,2024-11-15 16:25:41,2024-11-17 17:25:27,30M,PT,Faro,Altura,,,,37.183,-7.5,3KM,,,,Flood,,,,,,,,IF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,Local flooding was reported. The time was based on PWS data.,,,,,,,https://www.facebook.com/noel.rodrigues.75685/videos/976049784561238 https://sicnoticias.pt/pais/2024-11-15-video-cheias-no-algarve-casas-lojas-e-caves-inundadas-moradores-reclamam-da-falta-de-limpeza-81309e8a-1,"Eyewitness report (on Facebook),  15 NOV 2024.  """"Cheias no Algarve: casas, lojas e caves inundadas, moradores reclamam da falta de limpeza"""", Sic Noticias, 15 NOV 2024.",T1V1,Igor,Igor,ESSL,3702,N
3701,QC1,"DMGPHOTO,WWW",Igor Laskowski (ESWD management),,Skywarn Poland,,2,ESSL,2024-11-15 11:40:00,2024-11-15 16:23:22,2024-11-17 17:24:12,15M,PT,Faro,Olhão,,,,37.033,-7.833,3KM,,,,Flood,,,,,,,,IF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,Local flooding was reported. The time was based on PWS data.,,,,,,,https://www.facebook.com/MeteorologiaClimaAmbiente/posts/pfbid02gyZ5yqkVrBU6UjCp1cjU1JQVFpKftPQ1Z634Nn8wsf3nQdU6qgdaWHH8vvKBoQail https://www.facebook.com/MeteorologiaClimaAmbiente/posts/pfbid0gLXqF89xirLASEw8nqhTz3mFf4BL4LRBYZVkYXpnsV3zHu4cy8AZiNb5mbX4Qgcol https://www.cmjornal.pt/portugal/detalhe/chuva-intensa-de-10-minutos-deixa-ruas-inundadas-e-carros-imobilizados-em-olhao?ref=ERR_ParaSi,"Eyewitnesses reports via Meteorologia, Clima e Ambiente (on Facebook),  15 NOV 2024.  """"Dez minutos de chuva intensa deixam ruas inundadas e carros imobilizados em Olhão"""", CM Jornal, 15 NOV 2024.",T1V1,Igor,Igor,ESSL,3701,N
3697,QC1,"WXSVC,DMGPHOTO,DMGEYEWTN,WWW",Igor Laskowski (ESWD management),,Skywarn Poland,,4,ESSL,2024-11-14 11:04:00,2024-11-15 15:44:30,2024-11-17 17:26:56,5M,PT,Faro,Albufeira,,,,37.083,-8.25,1KM,,,,Flood,,,,,,,,IF,,,,,,,,,"40,4",,,,,,,,,,,,"0,67",,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,Local flooding was reported. The time was based on PWS data.,,,,,,,https://www.nit.pt/fora-de-casa/na-cidade/chuva-intensa-alagou-estradas-caves-e-lojas-no-algarve-em-20-minutos https://www.wunderground.com/dashboard/pws/IALBUF5/graph/2024-11-14/2024-11-14/daily https://www.facebook.com/MeteoTrasOsMontes/videos/2189827571404510/ https://regiao-sul.pt/algarve-na-tv/inundacoes-no-algarve-comerciantes-fazem-contas-aos-prejuizos-sic/690725,"""""Chuva intensa alagou estradas, caves e lojas no Algarve em 20 minutos"""", NIT, 14 NOV 2024.  """"BoaVista - IALBUF5"""", Wunderground.com, date of access: 15 NOV 2024.  Meteo Trás os Montes - Portugal (on Facebook), 14 NOV 2024.  """"Inundações no Algarve: comerciantes fazem contas aos prejuízos – SIC"""", Regiao Sul, 14 NOV 2024.",T1H7,Igor,Igor,ESSL,3697,N
3696,QC1,"WXSVC,WWW",Igor Laskowski (ESWD management),,Skywarn Poland,,2,ESSL,2024-11-14 09:04:00,2024-11-15 15:40:12,2024-11-15 16:08:38,5M,PT,Faro,Moncarapacho,,,,37.08,-7.787,1KM,,,,Flood,,,,,,,,IF,,,,,,,,,"32,3",,,,,,,,,,,,"0,5",,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,Local flooding was reported. The time was based on PWS data.,,,,,,,https://www.nit.pt/fora-de-casa/na-cidade/chuva-intensa-alagou-estradas-caves-e-lojas-no-algarve-em-20-minutos https://www.wunderground.com/dashboard/pws/IMONCA37/graph/2024-11-14/2024-11-14/daily,"""""Chuva intensa alagou estradas, caves e lojas no Algarve em 20 minutos"""", NIT, 14 NOV 2024.  """"Moncarapacho - IMONCA37"""", Wunderground.com, date of access: 14 NOV 2024.",T1,Igor,Igor,ESSL,3696,N
3588,QC1,"DMGPHOTO,DMGEYEWTN,WWW",Igor Laskowski (ESWD management),,Skywarn Poland,,2,ESSL,2024-10-06 05:20:00,2024-10-08 08:07:07,2024-10-08 08:08:33,15M,PT,Aveiro,Albergaria-a-Velha,,,,40.7,-8.483,3KM,,,,Flood,,,,,,,,IF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,Local flash flood was reported after the passage of a thunderstorm. The time was based on radar data.,,,,,,,https://sicnoticias.pt/pais/2024-10-06-video-chuva-faz-estragos-em-albergaria-a-velha-em-regioes-afetadas-pelos-incendios-285118f7,"""""Chuva faz estragos em Albergaria-a-Velha em regiões afetadas pelos incêndios"""", Sic Noticias, 06 OCT 2024.",T1H7H8V1,Igor,Igor,ESSL,3588,N
3587,QC1,WWW,Igor Laskowski (ESWD management),,Skywarn Poland,,3,ESSL,2024-10-03 07:20:00,2024-10-08 07:53:49,2024-10-08 07:55:27,30M,PT,,Vila do Corvo,,,,39.675,-31.112,5KM,,,,Landslide,,,,,,,,IF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,Damage to road infrastructure was reported. The time was based on SAT data.,,,,,,,https://www.acorianooriental.pt/noticia/tempestade-causa-prejuizos-de-200-mil-euros-na-ilha-do-corvo-364312 https://www.rtp.pt/noticias/pais/tempestade-causa-danos-na-ilha-acoriana-do-corvo_n1604627,"""""Tempestade causa prejuízos de 200 mil euros na ilha do Corvo"""", Açoriano Oriental, 04 OCT 2024.  """"Tempestade causa danos na ilha açoriana do Corvo"""", rtp.pt, 03 OCT 2024.",T2H7E1,Igor,Igor,ESSL,3587,N
3579,QC1,NWSP,Thilo Kühne (ESWD management/ESSL Team),,,,1,ESSL,2024-09-26 04:00:00,2024-10-01 09:32:56,2024-10-01 09:32:56,1H,PT,Braga,Pevidem,,,,41.433,-8.35,3KM,,,,Flood,,,,,,,,IF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,https://www.jn.pt/8535202117/queda-de-arvores-e-inundacoes-em-guimaraes-e-vizela/,"""""Queda de árvores e inundações em Guimarães e Vizela """", JN, 26 SEP 2024",H7,Thilo,Thilo,ESSL,3579,N
3580,QC1,NWSP,Thilo Kühne (ESWD management/ESSL Team),,,,1,ESSL,2024-09-26 04:00:00,2024-10-01 09:33:14,2024-10-01 09:33:14,1H,PT,Braga,Urgeses,,,,41.417,-8.3,3KM,,,,Flood,,,,,,,,IF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,https://www.jn.pt/8535202117/queda-de-arvores-e-inundacoes-em-guimaraes-e-vizela/,"""""Queda de árvores e inundações em Guimarães e Vizela """", JN, 26 SEP 2024",H7,Thilo,Thilo,ESSL,3580,N
3581,QC1,NWSP,Thilo Kühne (ESWD management/ESSL Team),,,,1,ESSL,2024-09-26 04:00:00,2024-10-01 09:33:49,2024-10-01 09:33:49,1H,PT,Braga,Caldas das Taipas,,,,41.483,-8.35,3KM,,,,Flood,,,,,,,,IF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,https://www.jn.pt/8535202117/queda-de-arvores-e-inundacoes-em-guimaraes-e-vizela/,"""""Queda de árvores e inundações em Guimarães e Vizela """", JN, 26 SEP 2024",H7,Thilo,Thilo,ESSL,3581,N
3582,QC1,NWSP,Thilo Kühne (ESWD management/ESSL Team),,,,1,ESSL,2024-09-26 04:00:00,2024-10-01 09:34:25,2024-10-01 09:34:25,1H,PT,Braga,Vizela,,,,41.383,-8.267,3KM,,,,Flood,,,,,,,,IF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,https://www.jn.pt/8535202117/queda-de-arvores-e-inundacoes-em-guimaraes-e-vizela/,"""""Queda de árvores e inundações em Guimarães e Vizela """", JN, 26 SEP 2024",H7,Thilo,Thilo,ESSL,3582,N
3583,QC1,NWSP,Thilo Kühne (ESWD management/ESSL Team),,,,1,ESSL,2024-09-26 04:00:00,2024-10-01 09:35:14,2024-10-01 09:35:14,1H,PT,Braga,Gonça,,,,41.5,-8.25,3KM,,,,Flood,,,,,,,,IF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,https://www.jn.pt/8535202117/queda-de-arvores-e-inundacoes-em-guimaraes-e-vizela/,"""""Queda de árvores e inundações em Guimarães e Vizela """", JN, 26 SEP 2024",T1E1,Thilo,Thilo,ESSL,3583,N
3584,QC1,NWSP,Thilo Kühne (ESWD management/ESSL Team),,,,1,ESSL,2024-09-26 04:00:00,2024-10-01 09:37:51,2024-10-01 09:37:51,1H,PT,Porto,Porto,,,,41.15,-8.617,5KM,,,,Flood,,,,,,,,IF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,https://diariodistrito.sapo.pt/chuvas-e-ventos-fortes-geram-centenas-de-ocorrencias-no-norte-de-portugal/,"""""Chuvas e ventos fortes geram centenas de ocorrências no norte de Portugal """", DIARIO DO DISTRICO, 26 SEP 2024",T1H7,Thilo,Thilo,ESSL,3584,N
3585,QC1,NWSP,Thilo Kühne (ESWD management/ESSL Team),,,,1,ESSL,2024-09-26 04:00:00,2024-10-01 09:38:51,2024-10-01 09:38:51,1H,PT,Viseu,Viseu,,,,40.65,-7.917,5KM,,,,Flood,,,,,,,,IF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,https://diariodistrito.sapo.pt/chuvas-e-ventos-fortes-geram-centenas-de-ocorrencias-no-norte-de-portugal/,"""""Chuvas e ventos fortes geram centenas de ocorrências no norte de Portugal """", DIARIO DO DISTRICO, 26 SEP 2024",T1H7,Thilo,Thilo,ESSL,3585,N
3569,QC1,"WXSVC,DMGPHOTO,DMGEYEWTN,TV,WWW",Fernanda / Igor Laskowski (ESWD management),,,,2,ESSL,2024-06-28 16:49:00,2024-06-30 14:14:04,2024-10-24 15:21:44,5M,PT,Beja,Brinches,,,,38.033,-7.6,1KM,,,,Flood,,,,,,,,IF,,,,,,,,,"147,8",,,,,,,,,,,,"1,83",,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,1.0,0.0,"“What happened was a waterspout. It rained 150 millimeters [or 150 liters per square meter] for about half an hour and, in the lower area of ​​Brinches, there were floods”, explained the president of the Municipality of Serpa, João Efigénio Palma, to the Lusa agency.  According to the mayor, “no one was expecting” this “meteorological phenomenon located in Brinches”, because what was predicted “was thunderstorms and rain, but nothing with this volume”.  Contacted today by Lusa, the Baixo Alentejo Sub-Regional Emergency and Civil Protection Command indicated that, “from 6 pm” on Friday, it received the first warnings of flooding in Brinches, in houses and public roads.",,,,,,,https://cnnportugal.iol.pt/brinches/serpa/aldeia-alentejana-de-brinches-afetada-por-tromba-de-agua-que-causou-inundacoes/20240629/66800271d34e049892228505 https://www.facebook.com/meteoalentejo/posts/pfbid0ADK3NxGVWEh97KikJfJkeMJmQQyGLjhTJwrcmzUv7xkgh4cjdCvW3pW7Du1rU8ndl https://www.facebook.com/asparedesdebeja/videos/3748294468832403/ https://www.facebook.com/permalink.php?story_fbid=pfbid033GS5qdcU3Vv1rLRpSXGxfbu5sSNn4typ4BTGdPAzZVMDSq4H9geb3RArGADRtxWsl&id=100069360603076 https://www.wunderground.com/dashboard/pws/IBRINC3/graph/2024-06-28/2024-06-28/daily,,T1H8V1A2,PUBLIC,Igor,ESSL,3569,N
3516,QC1,"NWSP,DMGPHOTO,EVTPHOTO",Thilo Kühne (ESWD management/ESSL Team),,,,1,ESSL,2024-03-27 14:00:00,2024-03-28 09:17:48,2024-03-28 09:17:48,1H,PT,Lisboa,Lisbon,,,,38.717,-9.133,5KM,,,,Flood,,,,,,,,IF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,https://www.cmjornal.pt/sociedade/clima/detalhe/chuva-forte-inunda-ruas-de-lisboa,"""""AO MINUTO: Queda de árvore de grande porte atinge quatro carros estacionados no Centro Hípico de Coimbra"""", CM JORNAL, 27 MAR 2024",T1,Thilo,Thilo,ESSL,3516,N
3456,QC1,"NWSP,TV",Thilo Kühne (ESWD management/ESSL Team),,,,1,ESSL,2024-03-08 15:00:00,2024-03-12 10:05:06,2024-03-12 10:05:06,3H,PT,Porto,Porto,,,,41.15,-8.617,10KM,,,,Flood,,,,,,,,IF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,https://rr.sapo.pt/noticia/pais/2024/03/09/temporal-causa-350-inundacoes-e-queda-de-arvores/370098/,"""""Temporal causa 350 inundações e queda de árvores"""", SAPO, 08/09 MAR 2024",T1,Thilo,Thilo,ESSL,3456,N
3457,QC1,"NWSP,TV",Thilo Kühne (ESWD management/ESSL Team),,,,1,ESSL,2024-03-08 15:00:00,2024-03-12 10:05:15,2024-03-12 10:05:15,3H,PT,Viseu,Viseu,,,,40.65,-7.917,10KM,,,,Flood,,,,,,,,IF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,https://rr.sapo.pt/noticia/pais/2024/03/09/temporal-causa-350-inundacoes-e-queda-de-arvores/370098/,"""""Temporal causa 350 inundações e queda de árvores"""", SAPO, 08/09 MAR 2024",T1,Thilo,Thilo,ESSL,3457,N
3458,QC1,"NWSP,TV",Thilo Kühne (ESWD management/ESSL Team),,,,1,ESSL,2024-03-08 15:00:00,2024-03-12 10:05:25,2024-03-12 10:05:25,3H,PT,Aveiro,Aveiro,,,,40.633,-8.65,10KM,,,,Flood,,,,,,,,IF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,https://rr.sapo.pt/noticia/pais/2024/03/09/temporal-causa-350-inundacoes-e-queda-de-arvores/370098/,"""""Temporal causa 350 inundações e queda de árvores"""", SAPO, 08/09 MAR 2024",T1,Thilo,Thilo,ESSL,3458,N
3459,QC1,"NWSP,TV",Thilo Kühne (ESWD management/ESSL Team),,,,1,ESSL,2024-03-08 15:00:00,2024-03-12 10:05:38,2024-03-12 10:05:38,3H,PT,Lisboa,Lisboa,,,,38.717,-9.133,10KM,,,,Flood,,,,,,,,IF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,https://rr.sapo.pt/noticia/pais/2024/03/09/temporal-causa-350-inundacoes-e-queda-de-arvores/370098/,"""""Temporal causa 350 inundações e queda de árvores"""", SAPO, 08/09 MAR 2024",T1,Thilo,Thilo,ESSL,3459,N
3410,QC1,NWSP,Thilo Kühne (ESWD management/ESSL Team),,,,1,ESSL,2024-02-09 06:00:00,2024-02-12 18:39:20,2024-02-12 18:39:20,3H,PT,Faro,Aljezur,,,,37.317,-8.8,5KM,,,,Flood,,,,,,,,IF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,https://www.sulinformacao.pt/2024/02/karlota-faz-cair-arvores-em-todo-o-algarve-durante-a-madrugada/,"""""Karlota faz cair árvores em todo o Algarve durante a madrugada"""", SUL INFORMACAO, 09 FEB 2024",T1H7,Thilo,Thilo,ESSL,3410,N
3381,QC1,"WXSVC,WWW",Igor Laskowski (ESWD management),,Skywarn Poland,,1,ESSL,2024-01-17 08:34:00,2024-01-30 10:48:41,2024-01-30 10:48:41,5M,PT,Setúbal,Santiago do Cacém,,,,38.017,-8.7,3KM,,,,Flood,,,,,,,,IF,,,,,,,,,"27,7",,,,,,,,,,,,"0,5",,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,Local flooding was reported. ,,,,,,,https://www.sulinformacao.pt/2024/01/depressao-irene-provoca-quedas-de-arvores-e-pequenas-inundacoes-no-algarve-e-alentejo/ https://www.wunderground.com/dashboard/pws/ISANTI25/graph/2024-01-17/2024-01-17/daily,"""""Depressão Irene provoca quedas de árvores e pequenas inundações no Algarve e Alentejo"""", Sul Informação, 17 JAN 2024.  """"Monte das Areias - ISANTI25"""", Wunderground, date of access: 30 JAN 2024.",H7,Igor,Igor,ESSL,3381,N
3362,QC1,WWW,Igor Laskowski (ESWD management),,Skywarn Poland,,2,ESSL,2023-12-07 11:00:00,2023-12-09 12:03:39,2023-12-09 12:05:38,30M,PT,Viana do Castelo,Povoa da Varzim,,,,41.7,-8.833,3KM,,,,Flood,,,,,,,,IF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,Flooded streets and properties were reported. Time was based on radar data.,,,,,,,https://www.cmjornal.pt/sociedade/clima/detalhe/chuva-intensa-alaga-distritos-do-porto--braga-aveiro-e-viana-do-castelo https://observador.pt/2023/12/07/ruas-cortadas-e-campos-agricolas-inundados-na-povoa-de-varzim-devido-a-chuva/,"""""Chuva intensa alaga distritos do Porto, Braga, Aveiro e Viana do Castelo"""", CM Jornal, 08 DEC 2023.  """"Ruas cortadas e campos agrícolas inundados na Póvoa de Varzim devido à chuva"""", Observador, 07 DEC 2023.",T1H7A2,Igor,Igor,ESSL,3362,N
